Цена,Ссылка,Место,Кол-во комнат,Площадь,Год строительства
145 000 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_priamo_na_pervoi_beregovoi_linii__kvartiry_raznyh_planirovok_s_potriasaiushimi_vidovymi_harakteristikami,"Алания, Махмутлар","1+1, 2+1, 3+1, 4+1",63-231 м2,2020
143 000 €,https://profitrealestate.ru/catalog_single/Villa_s_3_spalniami_i_zavorazhivaiushim_vidom_v_zelenom_raione_Alanii_s_chisteishim_gornym_vozduhom,"Алания, Алания центр",3+1,160 м2,2008
57 500 €,https://profitrealestate.ru/catalog_single/Meblirovannaia_kvartira_v_samom_centre_raiona_Oba_Kompleks_v_150_metrah_ot_moria_riadom_s_rynkom,"Алания, Оба",1+1,65 м2,2015
110 000 €,https://profitrealestate.ru/catalog_single/Srochnaia_prodazha_uiutnyh_polnostiu_meblirovannyh_apartamentov_vsego_v_50_metrah_ot_moria,"Алания, Алания центр",3+1,185 м2,2000
128 000 €,https://profitrealestate.ru/catalog_single/Novyi_proekt_na_zavershaiushei_stadii_stroitelstva_s_potriasaiushimi_vidovymi_harakteristikami__v_raione_Kestel,"Алания, Кестель","1+1, 2+1, 3+1",68-152 м2,2018
77 000 €,https://profitrealestate.ru/catalog_single/Bolshaia_kvartira_planirovki_11_v_komplekse_s_otelnoi_infrastrukturoi_v_raione_Kestel,"Алания, Кестель",1+1,85 м2,2014
93 500 €,https://profitrealestate.ru/catalog_single/Sovremennaia_kvartira_s_dvumia_spalniami_oborudovannaia_mebeliu_v_prestizhnom_raione_Kestel,"Алания, Кестель",2+1,110 м2,2014
187 000 €,https://profitrealestate.ru/catalog_single/SHikarnaia_villa_41_s_mebeliu_i_kaminom_na_territorii_lesnogo_zapovednika_v_tishine_i_umirotvorenii,"Алания, Авсаллар",4+1,170 м2,2014
89 000 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_v_evropeiskom_raione_Oba_s_vozmozhnostiu_rassrochki__Kompaniia_Profit_Real_Estate,"Алания, Оба","2+1, 3+1, 4+2",91-221 м2,2019
75 000 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_v_zhivopisnom_raione_Kargydzhak_vsego_v_300_metrah_ot_Sredizemnogo_moria_ot_nadezhnoi_stroitelnoi_kompanii,"Алания, Каргыджак","1+1, 2+1, 3+1",66-205 м2,30 марта 2020
126 500 €,https://profitrealestate.ru/catalog_single/Dupleks_planirovkoi_31_kotoryi_nahoditsia_v_odnom_iz_sovremenneishih_zhilyh_kompleksov_raiona_Kestel,"Алания, Кестель",3+1,150 м2,2016
258 500 €,https://profitrealestate.ru/catalog_single/Velikolepnaia_roskoshnaia_villa_s_lichnym_basseinom_i_potriasaiushim_vidom_na_Sredizemnoe_more_i_gory,"Алания, Каргыджак",4+1,209 м2,2007
132 000 €,https://profitrealestate.ru/catalog_single/Kvartira_planirovki_21_v_komplekse_s_infrastrukturoi_piatizvezdochnogo_otelia,"Алания, Джикджилли",2+1,125 м2,2013
137 500 €,https://profitrealestate.ru/catalog_single/Meblirovannye_apartamenty_planirovki_21_v_komplekse_klassa_liuks_v_raione_Dzhikdzhilli,"Алания, Джикджилли",2+1,125 м2,2013
101 650 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_na_stadii_stroitelstva_v_500_metrah_ot_pliazha_Kleopatry_ot_izvestnogo_zastroishika_s_vozmozhnostiu_besprocentnoi_rassrochki,"Алания, Алания центр","1+1, 2+1, 3+1",64-233 м2,2020
165 000 €,https://profitrealestate.ru/catalog_single/Potriasaiushaia_villa_s_krasivym_vidom_na_more_v_prestizhnom_raione_Konakly,"Алания, Конаклы",3+1,220 м2,2012
120 000 €,https://profitrealestate.ru/catalog_single/Novyi_ekskliuzivnyi_proekt_v_samom_centre_kurortnoi_Alanii_s_vozmozhnostiu_besprocentnoi_rassrochki_riadom_s_morem,"Алания, Алания центр","1+1, 2+1, 3+1",53-140 м2,2019
58 000 €,https://profitrealestate.ru/catalog_single/Bolshaia_trehkomnatnaia_kvartira_v_zhilom_komplekse_s_infrastrukturoi_piatizvezdochnogo_otelia_v_Demirtashe_ot_sobstvennika,"Алания, Демирташ",2+1,118 м2,2016
99 000 €,https://profitrealestate.ru/catalog_single/Villa_s_tremia_spalniami_i_sobstvennym_bolshim_sadom_na_srochnoi_prodazhe_ot_sobstvennika,"Алания, Пайалар",3+1,210 м2,2010
120 000 €,https://profitrealestate.ru/catalog_single/Prekrasnyi_kompleks_v_prestizhnom_raione_Oba_vsego_v_150_metrah_ot_Sredizemnogo_moria,"Алания, Оба","2+1, 3+1, 4+1, 5+1",85-214 м2,2012
107 000 €,https://profitrealestate.ru/catalog_single/Novyi_elitnyi_proekt_na_stadii_stroitelstva_v_samom_centre_goroda_Alaniia_v_350_metrah_ot_pliazha_Kleopatry,"Алания, Алания центр","1+1, 2+1, 3+1",54-120 м2,апрель 2019
460 000 €,https://profitrealestate.ru/catalog_single/Roskoshnye_villy_klassa_liuks_v_prestizhnom_raione_Kargydzhak_s_potriasaiushimi_vidami_na_Sredizemnoe_more,"Алания, Каргыджак",4+1,300 м2,август 2018
275 000 €,https://profitrealestate.ru/catalog_single/Villa_planirovki_31_s_bolshim_chastnym_basseinom_krasivym_vidom_na_more_i_gory_i_otdelnym_parkovochnym_mestom_v_zhivopisnom_raione_Alanii_Kargydzhak,"Алания, Каргыджак",3+1,210 м2,2008
153 000 €,https://profitrealestate.ru/catalog_single/Otdelnaia_sovremennaia_villa_dlia_teh_kto_mechtaet_o_sobstvennom_dome_na_beregu_Sredizemnogo_moria,"Алания, Каргыджак",4+1,210 м2,2007
110 000 €,https://profitrealestate.ru/catalog_single/Potriasaiushii_proekt_na_pervoi_beregovoi_linii_s_panoramnym_vidom_na_Sredizemnoe_more_v_raione_Kestel,"Алания, Кестель","2+1, 3+1, 4+1",63-214 м2,2017
97 000 €,https://profitrealestate.ru/catalog_single/Meblirovannye_apartamenty_s_2mia_spalniami_v_masshtabnom_komplekse_Orion_Siti_v_Avsallare_s_krasivym_vidom_na_Sredizemnoe_more,"Алания, Авсаллар",2+1,108 м2,2013
69 000 €,https://profitrealestate.ru/catalog_single/Novyi_proekt_klassa_liuks_v_samom_centre_Alanii_s_bolshimi_kvartirami_planirovki_31_i_41_ot_vedushego_zastroishika,"Алания, Алания центр","1+1, 2+1, 3+1, 4+1, 5+1",64-293 м2,декабрь 2019
59 000 €,https://profitrealestate.ru/catalog_single/Novyi_proekt_ot_izvestnogo_zastroishika_v_prekrasnom_raione_Mahmutlar_s_rassrochkoi_na_24_mesiaca,"Алания, Махмутлар","1+1, 2+1",66-140 м2,2019
85 000 €,https://profitrealestate.ru/catalog_single/Prekrasnyi_proekt_v_odnom_iz_samyh_vostrebovannyh_raionov_Alanii,"Алания, Оба","2+1, 3+1, 5+1",115-230 м2,2018
100 000 €,https://profitrealestate.ru/catalog_single/Novyi_zhiloi_kompleks_na_nachalnoi__stadii_stroitelstva_v_kurortnom_gorode_Mahmutlar_Alaniia,"Алания, Махмутлар","3+1, 4+1, 5+1",180-220 м2,2018
154 000 €,https://profitrealestate.ru/catalog_single/V_raione_Kestel_kvartira_21_na_pervoi_beregovoi_linii,"Алания, Кестель",2+1,115 м2,2013
110 000 €,https://profitrealestate.ru/catalog_single/Dupleks_21_v_raione_Avsallar,"Алания, Авсаллар",2+1,135 м2,2013
95 200 €,https://profitrealestate.ru/catalog_single/Apartamenty_21_v_350_metrah_ot_moria,"Алания, Конаклы",2+1,100 м2,2006
125 000 €,https://profitrealestate.ru/catalog_single/Apartamenty_v_zamechatelnom_komplekse_nahodiashemsia_v_samom_prestizhnom_raione_goroda_Alani_Oba,"Алания, Оба",4+1,220 м2,2011
55 000 €,https://profitrealestate.ru/catalog_single/Apartamenty_21_s_bolshoi_terrasoi_i_vyhodom_v_sad_v_prestizhnom_raione_Kargydzhak,"Алания, Каргыджак",2+1,90 м2,2006
264 000 €,https://profitrealestate.ru/catalog_single/Prostornye_apartamenty_liuks_klassa_s_vyhodom_v_sad_v_sovremennom_komplekse,"Алания, Кестель",5+1,200 м2,2015
76 000 €,https://profitrealestate.ru/catalog_single/Apartamenty_v_centralnoi_chasti_Alanii_v_komplekse_s_infrastrukturoi,"Алания, Джикджилли",2+1,110 м2,2013
123 000 €,https://profitrealestate.ru/catalog_single/Bolshoi_penthaus_32_v_prestizhnom_raione_Oba,"Алания, Оба",3+2,170 м2,2006
415 000 €,https://profitrealestate.ru/catalog_single/Meblirovannaia_villa_klassa_liuks_v_shikarnom_komplekse_v_500_metrah_ot_moria,"Алания, Конаклы",4+1,250 м2,2013
116 000 €,https://profitrealestate.ru/catalog_single/Novyi_sovremennyi_proekt_v_raione_Mahmutlar_na_stadii_stroitelstva,"Алания, Махмутлар","1+1, 2+1, 3+1, 4+1",70-230 м2,сентябрь 2019
72 000 €,https://profitrealestate.ru/catalog_single/Novyi_kompleks_s_besprocentnoi_rassrochkoi_platezha,"Алания, Махмутлар","2+1, 3+1, 5+1",126-152 м2,февраль 2019
368 500 €,https://profitrealestate.ru/catalog_single/SHikarnaia_villa_s_panoramnym_vidom_na_Sredizemnoe_more,"Алания, Конаклы",4+1,250 м2,2013
По запросу,https://profitrealestate.ru/catalog_single/Dupleksy_klassa_liuks_s_sobstvennym_pliazhem,"Алания, Конаклы",3+1,170 м2,2014
132 000 €,https://profitrealestate.ru/catalog_single/SHikarnaia_kvartira_v_komplekse_s_infrastrukturoi_s_vidom_na_more_i_gory,"Алания, Махмутлар",3+1,158 м2,2013
93 500 €,https://profitrealestate.ru/catalog_single/Kvartira_31_s_otdelnoi_kuhnei_v_komplekse_s_krytym_basseinom_v_centre_goroda_po_privlekatelnoi_cene,"Алания, Джикджилли",3+1,180 м2,2013
85 000 €,https://profitrealestate.ru/catalog_single/Novyi_stilnyi_proekt_v_150_metrah_ot__pliazha_Kleopatry,"Алания, Алания центр","1+1, 2+1",60-108 м2,декабрь 2017
200 000 €,https://profitrealestate.ru/catalog_single/Sadovyi_dubleks_21_v_komplekse_v_samom_zhivopisnom_raione_Alanii_Kargydzhak,"Алания, Каргыджак",2+1,140 м2,2017
225 000 €,https://profitrealestate.ru/catalog_single/Meblirovannaia_villa_41_v_shagovoi_dostupnosti_ot_moria_v_raione_Alanii_Konakly,"Алания, Конаклы",4+1,200 м2,2010
200 000 €,https://profitrealestate.ru/catalog_single/Proekt_klassa_liuks_s_bolshimi_kvartirami_v_samom_centre_Alanii,"Алания, Алания центр","3+1, 5+1",195-390 м2,2017
130 000 €,https://profitrealestate.ru/catalog_single/Prostornye_kvartiry_31__i_51_v_novom_komplekse_v_raione_Oba_nedaleko_ot_chastnogo_kolledzha,"Алания, Оба","3+1, 5+1",180 м2,2017
225 500 €,https://profitrealestate.ru/catalog_single/SHikarnye_penthausy_s_vidom_na_more__v_Mahmutlare,"Алания, Махмутлар",3+1,320 м2,2010
55 000 €,https://profitrealestate.ru/catalog_single/Kompleks_v_Avsallare_s_zelenoi_territoriei_nedaleko_ot_moria,"Алания, Авсаллар",1+1,65 м2,2015
129 000 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_v_Kargydzhake_s_razvitoi_infrastrukturoi,"Алания, Каргыджак","1+1, 2+1, 3+1",65-215 м2,2019
70 500 €,https://profitrealestate.ru/catalog_single/Apartamenty_v_komplekse_zakrytogo_tipa_v_centralnoi_chasti_Alanii_s_shikarnym_vidom_na_more_i_Alaniiskii_poluostrov,"Алания, Алания центр","1+1, 2+1, 3+1, 4+1",54-189 м2,2015
69 000 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_na_pervoi_beregovoi_linii,"Алания, Махмутлар","1+1, 2+1, 3+1",45-190 м2,апрель 2018
120 000 €,https://profitrealestate.ru/catalog_single/Samyi_masshtabnyi_investicionnyi_proekt_Alanii_na_pervoi_beregovoi_linii,"Алания, Каргыджак","1+1, 2+1, 3+1, 4+1",80-285 м2,2021
154 000 €,https://profitrealestate.ru/catalog_single/Meblirovannaia_villa_v_prirodnom_zapovednike_Dim_CHai_Alaniia,"Алания, Кестель",5+1,200 м2,2010
157 000 €,https://profitrealestate.ru/catalog_single/Prestizhnyi_proekt_v_zhivopisnom_raione_Kargydzhak_Alaniia,"Алания, Каргыджак","3+1, 4+1",171-287 м2,2012
110 000 €,https://profitrealestate.ru/catalog_single/Novyi_proekt_v_istoricheskom_centre_Alanii,"Алания, Алания центр","2+1, 3+1",86-165 м2,2017
179 000 €,https://profitrealestate.ru/catalog_single/Gotovyi_proekt_s_potriasaiushimi_vidovymi_harakteristikami_v_prestizhnom_raione_Kargydzhak,"Алания, Каргыджак","2+1, 3+1",115-234 м2,2017
236 500 €,https://profitrealestate.ru/catalog_single/Meblirovannaia_villa_41_v_500_metrah_ot_Sredizemnogo_moria,"Алания, Кестель",4+1,280 м2,2005
205 000 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_v_centre_Alanii_ot_nadezhnogo_zastroishika,"Алания, Алания центр",4+1,59-300 м2,декабрь 2019
95 500 €,https://profitrealestate.ru/catalog_single/Apartamenty_s_dvumia_spalniami_i_shikarnymi_vidovymi_harakteristikami,"Алания, Конаклы",2+1,110 м2,2009
77 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_v_novom_komplekse_v_prestizhnom_raione_Oba_v_200_metrah_ot_Sredizemnogo_moria,"Алания, Оба","1+1, 2+1, 3+1",53-200 м2,2017
612 000 €,https://profitrealestate.ru/catalog_single/Ekskliuzivnaia_villa_63_na_territorii_Alaniiskogo_poluostrova,"Алания, Алания центр",6+3,500 м2,2007
510 000 €,https://profitrealestate.ru/catalog_single/Fantasticheskii_vid_Okunites_v_Sredizemnoe_more_priamo_iz_svoei_kvartiry,"Алания, Алания центр",4+1,304 м2,1997
600 000 €,https://profitrealestate.ru/catalog_single/Stilnye_villy_v_centre_Alanii_s_potriasaiushim_vidom_na_gorod_i_more,"Алания, Алания центр","4+1, 5+1",430-552 м2,2014
128 000 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_s_infrastrukturoi_otelia_i_vygodnymi_usloviiami_pokupki,"Алания, Каргыджак","1+1, 2+1, 3+1",68-272 м2,сентябрь 2018
62 500 €,https://profitrealestate.ru/catalog_single/Novyi_proekt_v_dvuh_shagah_ot_moria_v_raione_Mahmutlar,"Алания, Махмутлар","1+1, 2+1, 3+1, 4+1",70-257 м2,2016
105 000 €,https://profitrealestate.ru/catalog_single/Prostornye_apartamenty_21_i_31_v_komplekse_s_zimnim_basseinom,"Алания, Махмутлар","2+1, 3+1, 4+1",131-521 м2,2012
295 000 €,https://profitrealestate.ru/catalog_single/Villy_v_komplekse_ot_zastroishika,"Алания, Каргыджак",4+1,228 м2,2010
114 000 €,https://profitrealestate.ru/catalog_single/Apartamenty_v_roskoshnom_komplekse_v_raione_Tosmur_s_rassrochkoi_na_18_mesiacev,"Алания, Тосмур","2+1, 3+1",104-229 м2,2009
170 000 €,https://profitrealestate.ru/catalog_single/Ekskliuzivnyi_kompleks_na_pervoi_beregovoi_linii_v_rassrochku,"Алания, Махмутлар","2+1, 3+1",122-299 м2,2021
250 000 €,https://profitrealestate.ru/catalog_single/Apartamenty_ot_zastroishika_v_Turcii_raion_Mahmutlar,"Алания, Махмутлар","1+1, 2+1, 3+2",83-410 м2,2013
65 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_ot_zastroishika_v_Mahmutlare,"Алания, Махмутлар","1+1, 2+1, 3+1",66-215 м2,2016
69 000 €,https://profitrealestate.ru/catalog_single/Apartamenty_ot_nadezhnogo_zastroishika_v_Mahmutlare,"Алания, Махмутлар","1+1, 4+1",74-292 м2,2016
219 000 €,https://profitrealestate.ru/catalog_single/Bolshie_apartamenty_v_komplekse_v_centre_Mahmutlara,"Алания, Махмутлар",5+1,282-339 м2,2013
105 000 €,https://profitrealestate.ru/catalog_single/Kompleks_klassa_liuks_na_centralnoi_allei_Mahmutlara,"Алания, Махмутлар","1+1, 2+1, 3+1",74-275 м2,2013
135 000 €,https://profitrealestate.ru/catalog_single/Krupnyi_investicionnyi_proekt_v_zhivopisnom_Kargydzhake,"Алания, Каргыджак","1+1, 2+1, 3+1, 0+1",63-162 м2,2018
135 000 €,https://profitrealestate.ru/catalog_single/Roskoshnyi_dupleks_v_unikalnom_komplekse_ot_sobstvennika,"Алания, Каргыджак",3+1,225 м2,2014
63 000 €,https://profitrealestate.ru/catalog_single/Novyi_kompleks_s_otelnoi_infrastrukturoi_ot_nadezhnogo_zastroishika_v_Mahmutlare,"Алания, Махмутлар","1+1, 2+1, 4+1",68-245 м2,2017
61 000 €,https://profitrealestate.ru/catalog_single/Novyi_kompleks_s_prekrasnymi_vidovymi_harakteristikami_ot_nadezhnogo_zastroishika,"Алания, Махмутлар","1+1, 2+1, 3+1",55-171 м2,2015
485 000 €,https://profitrealestate.ru/catalog_single/Kompleks_VIP_vill_v_zhivopisnom_Kargydzhake_ot_izvestnogo_zastroishika,"Алания, Каргыджак",4+1,500 м2,2016
206 000 €,https://profitrealestate.ru/catalog_single/Elitnyi_proekt_na_pervoi_beregovoi_linii_pliazha_Kleopatry,"Алания, Алания центр","2+1, 3+1",85-167 м2,2014
402 000 €,https://profitrealestate.ru/catalog_single/Unikalnye_apartamenty_on_zastroishika_s_vysokim_kachestvom_stroitelstva,"Алания, Каргыджак","1+1, 2+1, 3+1, 4+1",102-240 м2,2014
120 000 €,https://profitrealestate.ru/catalog_single/Proekt_na_pervoi_beregovoi_linii_v_zhivopisnom_raione_Kargydzhak,"Алания, Каргыджак","1+1, 2+1, 3+1",67-270 м2,2015
78 000 €,https://profitrealestate.ru/catalog_single/Apartamenty_s_panoramnym_vidom_na_more_v_liuksovom_proekte,"Алания, Каргыджак","1+1, 2+1, 3+1",65-217 м2,2017
94 000 €,https://profitrealestate.ru/catalog_single/Stroiasheisia_prestizhnyi_kompleks_v_evropeiskom_raione_Oba,"Алания, Оба",2+1,64-225 м2,2019
249 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_razlichnyh_planirovok_v_komplekse_ot_izvestnogo_zastroishika_Alanii,"Алания, Махмутлар",2+1,130 м2,2017
128 000 €,https://profitrealestate.ru/catalog_single/Novye_kvartiry_razlichnyh_planirovok_v_komplekse_ot_izvestnogo_zastroishika,"Алания, Махмутлар","1+1, 2+1",65-119 м2,2016
129 000 €,https://profitrealestate.ru/catalog_single/Roskoshnyi_kompleks_klassa_liuks_na_pervoi_beregovoi_linii,"Алания, Махмутлар",2+1,113-130 м2,2016
90 000 €,https://profitrealestate.ru/catalog_single/Novyi_kompleks_Another_World_v_prestizhnom_raione_Dzhikdzhili,"Алания, Джикджилли",2+1,45-247 м2,2015
125 000 €,https://profitrealestate.ru/catalog_single/VIP_rezidenciia_v_Avsallare_riadom_s_pliazhem_Inzhekum,"Алания, Авсаллар",2+1,106-115 м2,2015
115 000 €,https://profitrealestate.ru/catalog_single/Gotovyi_proekt_v_Oba_ot_nadezhnogo_zastroishika,"Алания, Оба","1+1, 2+1, 3+1",69-206 м2,2015
82 000 €,https://profitrealestate.ru/catalog_single/Gotovyi_kompleks_s_otelnoi_infrastrukturoi_s_elitnom_raione_Dzhikdzhili,"Алания, Джикджилли","1+1, 2+1",78 м2,2014
52 000 €,https://profitrealestate.ru/catalog_single/Kompleks_v_elitnom_raione_za_TC_Alanium,"Алания, Джикджилли","1+1, 4+1, 5+1, 0+1, 6+1",56-295 м2,2013
110 000 €,https://profitrealestate.ru/catalog_single/Sovremennyi_kompleks_v_ekologicheski_chistom_raione_Alanii,"Алания, Кестель","1+1, 2+1, 3+1, 4+1",56-225 м2,2015
72 000 €,https://profitrealestate.ru/catalog_single/Novyi_ekskliuzivnyi_kompleks_v_Kestele,"Алания, Кестель","1+1, 2+1, 3+1, 4+1",60-146 м2,2015
150 000 €,https://profitrealestate.ru/catalog_single/Kompleks_klassa_liuks__na_pervoi_beregovoi_linii,"Алания, Махмутлар","1+1, 2+1, 3+1, 4+1",60-230 м2,2017
105 000 €,https://profitrealestate.ru/catalog_single/Novyi_proekt_ot_izvestnogo_zastroishika_v_zhivopisnom_meste,"Алания, Каргыджак","1+1, 2+1, 3+1, 4+1",86-255 м2,2017
110 000 €,https://profitrealestate.ru/catalog_single/Luchshii_proekt_na_pervoi_beregovoi_linii_s_infrastrukturoi_otelia,"Алания, Каргыджак","1+1, 2+1, 3+1",72-228 м2,2015
